Name,Ticker,"Sub-Sector","Market Cap","Total Revenue","Taxes & Other Items","Interest & Other Items","Payout Ratio","Earnings Per Share","Net Income","Depreciation & Amortization","PBT","Dividend Per Share","EBITDA","PBIT","Employee Cost","Operating & Other expenses"
Manaksia Steels Ltd,MANAKSTEEL,"Iron & Steel","450.3499916","696.7","9.440000000000001","8.22","0","4.330573190578031","28.38000000000002","6.96","37.82000000000002","0","53.00000000000002","46.04000000000002","20.56","32.490000000000016"
Menon Pistons Ltd,MENNPIS,"Auto Parts","450.126","256.17","8.120000000000001","1.89","0.19281663516068046","5.186274509803924","26.450000000000006","9.55","34.57000000000001","1","46.01000000000001","36.46000000000001","24.33","44.850000000000016"
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,"Highways & Railtracks","449.88190708999997","0.63","0.02","0.07","0","2.4133021212925607","0.0599999999999999","0","0.0799999999999999",,"0.1499999999999999","0.1499999999999999","0.05","0.31000000000000005"
Nila Spaces Ltd,NILASPACES,"Real Estate","449.8214664","101.66999999999999","2.56","4.77","0","0.3407049495137211","13.42","1.22","15.98","0","21.97","20.75","2.22","68.28999999999999"
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,"Metals - Diversified","449.1792144","746.18","3.67","32.75","0.3109499555160169","1.607975788805814","11.239999999999904","9.21","14.909999999999904","0.5","56.869999999999905","47.659999999999904","16.11","71.46000000000002"
Dai Ichi Karkaria Ltd,DAICHI,"Specialty Chemicals","447.632582175","155.95000000000002","4.47","3.06","0.10721192805755385","18.654640731079414","13.900000000000013","9.23","18.37000000000001","2","30.66000000000001","21.43000000000001","19.67","8.370000000000005"
Pratham EPC Projects Ltd,PRATHAM,"Construction & Engineering","446.1312","71.92999999999999","3.43","2.18","0","6.523437499999993","10.019999999999989","1.23","13.449999999999989",,"16.85999999999999","15.629999999999988","12.9","31.030000000000005"
Tierra Agrotech Ltd,TIERRA,"Agricultural Products & Services","445.579743181","83.52","-3.45","4.27","0","-2.2366384365859804","-9.200000000000006","1.14","-12.650000000000006","0","-7.2400000000000055","-8.380000000000006","17.61","8.75"
BEW Engineering Ltd,BEWLTD,"Industrial Machinery","442.8588505","121.19","4.619999999999999","5.29","0","46.56","13.550000000000006","0.88","18.170000000000005","0","24.340000000000003","23.460000000000004",,"96.85"
Indo National Ltd,NIPPOBATRY,"Batteries","441.4875","650.71","9.799999999999999","13.75","0","12.82666666666669","9.620000000000017","17.64","19.420000000000016",,"50.81000000000002","33.170000000000016","94.18","16.409999999999968"
Mangalam Industrial Finance Ltd,MANGIND,"Diversified Financials","440.727705726","2.61","0.07",,"0","0.0018241576480773022","0.1799999999999998","0.03","0.2499999999999998",,"0.2799999999999998","0.2499999999999998","0.61","1.7200000000000002"
Gujarat Apollo Industries Ltd,GUJAPOLLO,"Industrial Machinery","438.901","80.53","2.27","2.04","0","9.610169491525419","11.339999999999993","4.82","13.609999999999992",,"20.46999999999999","15.649999999999991","6.61","9.970000000000006"
Galaxy Bearings Ltd,GALXBRG,"Heavy Machinery","437.7429","133.94","6.58","0.5","0","59.26","18.85","1.8","25.430000000000003","0","27.730000000000004","25.930000000000003",,"106.21"
Logica Infoway Ltd,LOGICA,"Computer & Electronics Retail","436.49443728","1067.94","2.86","9.7","0","4.735829117957762","8.100000000000023","0.14","10.960000000000022","0","20.800000000000022","20.66000000000002","6.26","-35.129999999999896"
Majestic Auto Ltd,MAJESAUT,"Auto Parts","436.27817688000005","117.76","33.13","14.34","0.4873817812499999","30.776694117554282","32.00000000000001","8.74","65.13000000000001","15","88.21000000000001","79.47000000000001","6.24","3.509999999999998"
Saakshi Medtech and Panels Ltd,SAAKSHI,"Electrical Components & Equipments","432.83684","122.6","3.64","1.63","0","6.41","11.299999999999986","3.85","14.939999999999987","0","20.419999999999987","16.569999999999986",,"102.18"
Nephro Care India Ltd,NEPHROCARE,"Hospitals & Diagnostic Centres","432.685568","27.96","1.72","0.09","0","4.026955950032874","4.410000000000001","0.53","6.130000000000001","0","6.750000000000001","6.220000000000001","2.16","0.7899999999999984"
Harrisons Malayalam Ltd,HARRMALAYA,"Agro Products","431.19208241999996","496.86","0","13.14","0","-3.9608992595935786","-7.309999999999963","5.77","-7.309999999999963",,"11.600000000000037","5.830000000000037","187.91","86.74000000000001"
Emami Realty Ltd,EMAMIREAL,"Real Estate","430.587769042","99.32","-45.190000000000005","95.27","0","-32.48","-122.93","1.23","-168.12","0","-71.62","-72.85000000000001",,"170.94"
POCL Enterprises Ltd,POEL,"Commodity Chemicals","430.4665824","1120.8300000000002","6.14","14.19","0.07866805869074395","31.77909867876464","17.72000000000022","1.74","23.86000000000022","2.5","39.79000000000022","38.05000000000022","17.21","-11.330000000000098"
Manomay Tex India Ltd,MANOMAY,"Textiles","430.46232975","584.6899999999999","3.94","17.83","0","7.19718030100165","12.9899999999999","14.79","16.9299999999999",,"49.5499999999999","34.7599999999999","24.17","69.22000000000007"
Creative Graphics Solutions India Ltd,CGRAPHICS,"Stationery","430.22649","135.48","3.8199999999999994","3.58","0","6.287442563834113","10.809999999999992","4.44","14.62999999999999",,"22.64999999999999","18.20999999999999","18.21","6.3"
OK Play India Ltd,OKPLA,"Industrial Machinery","429.616102","184.96","3.7","14.89","0","0.05","1.1400000000000032","13.33","4.840000000000003","0","33.06","19.730000000000004",,"151.9"
Kataria Industries Ltd,KATARIA,"Construction & Engineering","429.33280596","341.49","4.89","8.86","0","6.323029571711277","10.019999999999971","5.66","14.909999999999972","0","29.42999999999997","23.76999999999997","7.5","-0.40999999999998415"
Aban Offshore Ltd,ABAN,"Oil & Gas - Equipment & Services","429.276950665","447.75","20.689999999999998","1092.08","0","-225.771800582491","-1317.83","97.14","-1297.1399999999999","0","-107.91999999999996","-205.05999999999995","90.42","316.80999999999995"
Apollo Sindoori Hotels Ltd,APOLSINHOT,"Restaurants & Cafes","428.09085","529.93","8.07","8.05","0","42.64728503307175","11.089999999999979","7.75","19.15999999999998",,"34.95999999999998","27.20999999999998","308.97","154.69"
Z-Tech (India) Ltd,ZTECH,"Construction & Engineering","427.7480144","67.36999999999999","2.7","0.11","0","8.568603757003178","7.799999999999993","0.64","10.499999999999993","0","11.249999999999993","10.609999999999992","3.57","0.8199999999999998"
Brady And Morris Engineering Co Ltd,BRADYM,"Industrial Machinery & Supplies & Components","427.30875","75.80999999999999","3.1","0.76","0","37.422222222222175","8.41999999999999","0.63","11.519999999999989",,"12.90999999999999","12.279999999999989","10.56","5.0399999999999965"
Prozone Realty Ltd,PROZONER,"Real Estate","425.76204357","202.6","2.2699999999999996","42.26","0","0.3","4.52","23.8","6.789999999999999","0","72.85","49.05",,"129.75"
DC Infotech and Communication Ltd,DCI,"IT Services & Consulting","425.49","460.65999999999997","4.03","4.87","0","9.28799999999996","11.60999999999995","0.56","15.63999999999995",,"21.06999999999995","20.509999999999952","7.64","-3.9099999999999806"
Sundaram Brake Linings Ltd,SUNDRMBRAK,"Auto Parts","424.65867975","355.64","1.45","4.06","0.07783531157270053","25.695278397285527","10.109999999999971","6.38","11.55999999999997","2","21.999999999999968","15.619999999999969","48.39","28.63"
Trejhara Solutions Ltd,TREJHARA,"IT Services & Consulting","423.106537806","161.13","0.9299999999999999","1.03","0","14.985229713014245","19.730000000000004","4.07","20.660000000000004",,"25.760000000000005","21.690000000000005","10.31","123.53000000000002"
Chemtech Industrial Valves Ltd,CHEMTECH,"Commodities Trading","420.09051","31.769999999999996","0.01","1.03","0","3.1923856778554405","4.169999999999997","0.94","4.179999999999997","0","6.149999999999997","5.209999999999997","1.65","1.689999999999999"
Integra Essentia Ltd,ESSENTIA,"Agro Products","419.602383792","295.77","3.67","0.56","0","0.27495458339470713","15.439999999999989","3.72","19.10999999999999","0","23.389999999999986","19.669999999999987",,"272.38"
Cineline India Ltd,CINELINE,"Real Estate","417.056768214","195.53","0.6799999999999999","28.69","0","-1.39","-4.540000000000003","20.08","-3.860000000000003","0","44.91","24.83",,"150.62"
Bannari Amman Spinning Mills Ltd,BASML,"Textiles","415.18250001300004","951.5600000000001","0.20999999999999996","49.1","0","-3.3882427606075667","-21.96999999999997","29.89","-21.75999999999997","0","57.23000000000003","27.340000000000032","82.54","55.20000000000003"
Supershakti Metaliks Ltd,SUPERSHAKT,"Iron & Steel","414.910008","738.94","4.5","2.77","0.04299226139294927","11.63","13.40000000000008","4.74","17.90000000000008","0.5","25.410000000000082","20.67000000000008",,"713.53"
A B Infrabuild Ltd,ABINFRA,"Construction & Engineering","414.1240281","184.58","4.17","5.21","0","3.7009952287778956","11.430000000000009","3.49","15.600000000000009","0","24.30000000000001","20.81000000000001","1.54","10.180000000000001"
Mangalam Global Enterprise Ltd,MGEL,"Commodity Chemicals","411.9445","1854.3999999999999","2.4299999999999997","25.99","0","1.474545985013326","20.199999999999907","2.98","22.629999999999907","0","51.5999999999999","48.619999999999905","6.09","-43.80000000000002"
Nath Bio-Genes (I) Ltd,NATHBIOGEN,"Agro Products","411.72166","336.7","1.95","9.2","0.09593134780413931","20.848242475268368","39.620000000000005","3.26","41.57000000000001","2","54.03","50.77","27.58","102.23000000000002"
Avonmore Capital & Management Services Ltd,AVONMORE,"Investment Banking & Brokerage","411.2502042","135.47","9.47",,"0","0.4877609373506477","12.399999999999997","3.76","21.869999999999997","0","25.629999999999995","21.869999999999997","32.65","10.549999999999997"
Vardhman Polytex Ltd,VARDMNPOLY,"Textiles","411.14419962","399.73","0","3.36","0","-1.0186205756961981","-26.77000000000004","10.48","-26.77000000000004","0","-12.930000000000039","-23.41000000000004","38.28","18.01000000000003"
Markolines Pavement Technologies Ltd,MARKOLINES,"Highways & Railtracks","410.81168","351.43","8.1","5.08","0","9.06","17.31000000000001","5","25.41000000000001","0","35.49000000000001","30.49000000000001",,"315.94"
Milkfood Ltd,MLKFOOD,"FMCG - Foods","410.5285512","446.32","1.7000000000000002","13.53","0.1758836025280888","3.5534864593200886","7.1200000000000445","6.72","8.820000000000045","0.625","29.070000000000043","22.350000000000044","25.61","51.13999999999998"
Bharat Road Network Ltd,BRNL,"Roads","410.1797","391.1","-9.030000000000001","188.2","0","-13.342465753424658","-112.01","81.92","-121.04",,"149.07999999999998","67.15999999999998","10.54","182.54000000000002"
ASI Industries Ltd,ASIIL,"Mining - Diversified","410.11106523","166.92","9.73","2.23","0.12555244324970136","2.787679721245349","25.10999999999999","5.03","34.83999999999999","0.35","42.09999999999999","37.069999999999986","29.06","48.279999999999994"
HPC Biosciences Ltd,HPCBL,"Agro Products","409.8528","0.76","0.01","0",,"0","0.020000000000000025","0.5","0.030000000000000027","0","0.53","0.030000000000000027",,"0.23"
Global Education Ltd,GLOBAL,"Education Services","409.6756326","79.65","11","0.01","0.30092521430682817","16.61542390695756","33.830000000000005","4.33","44.830000000000005","5","49.17","44.84","5.41","6.650000000000002"
Panchmahal Steel Ltd,PANCHMAHQ,"Iron & Steel","409.23015705","431.87","0.94","7.94","0","1.572464758312952","2.9999999999999987","8.09","3.9399999999999986",,"19.97","11.879999999999999","20.19","43.31999999999998"
Evexia Lifecare Ltd,EVEXIA,"Packaged Foods & Meats","408.97556445","57.15","0.5499999999999999","0.49","0","0.02","1.3699999999999983","0.42","1.9199999999999984","0","2.8299999999999983","2.4099999999999984",,"54.32"
DJ Mediaprint & Logistics Ltd,DJML,"Logistics","408.77261568","57.25","1.27","2.44","0.04296761904761904","1.5515404736013818","5.040000000000001","5.32","6.3100000000000005","0.0666660000066666","14.07","8.75","3.38","33.12"
Jay Shree Tea and Industries Ltd,JAYSREETEA,"Tea & Coffee","408.414312784","869.29","-13.53","37.59","0","5.044200192199503","12.999999999999885","21.99","-0.5300000000001148","0","59.04999999999988","37.05999999999989","269","82.08000000000006"
Kinetic Engineering Ltd,KINETICENG,"Auto Parts","407.32837","152.79","0","5.45","0","2.369255569195697","4.980000000000014","6.45","4.980000000000014",,"16.880000000000013","10.430000000000014","21.41","26.85999999999999"
Swadeshi Polytex Ltd,SWADPOL,"Real Estate Development","407.16","105.93","16.57","0","0","21.115384615384613","82.35","0.05","98.92","0","98.97","98.92","0","4.67"
Amal Ltd,AMAL,"Commodity Chemicals","406.60795318000004","86.26","1.08","3.73","0","1.367019497904264","1.6900000000000124","9.03","2.7700000000000125","0","15.530000000000012","6.500000000000012","5.02","7.729999999999994"
Sheetal Cool Products Ltd,SCPL,"FMCG - Foods","406.56","355.5","7.369999999999999","8.91","0","19.828571428571436","20.820000000000007","9.17","28.19000000000001","0","46.27000000000001","37.10000000000001","20.39","35.129999999999995"
DCM Nouvelle Ltd,DCMNVL,"Textiles","405.400542045","1087.5900000000001","0.2300000000000001","25.17","0","-1.745392338230821","-3.2599999999998377","23.11","-3.0299999999998377","0","45.25000000000016","22.140000000000164","60.45","49.68000000000003"
Baroda Rayon Corporation Ltd,BARODARY,"Textiles","404.61459994","104.50999999999999","0","2.69","0","14.940187528814851","34.22999999999999","0.06","34.22999999999999",,"36.97999999999999","36.91999999999999","0","-8.529999999999994"
Shri Keshav Cements and Infra Ltd,SKCIL,"Cement","404.45700744","128.99","0.9900000000000002","16.95","0","6.194824380117678","9.140000000000002","11.98","10.130000000000003",,"39.06","27.080000000000002","4.46","7.450000000000006"
Ponni Sugars (Erode) Ltd,PONNIERODE,"Sugar","403.99666973","438.98","5.03","0.13","0.12844414425949638","54.49839726331053","46.86","8.71","51.89","7","60.730000000000004","52.02","23.73","18.56000000000002"
Cian Agro Industries & Infrastructure Ltd,CIANAGRO,"Agro Products","403.976394325","182.41","0.45999999999999996","17.37","0","1.75","4.899999999999996","8.12","5.359999999999996","0","30.849999999999994","22.729999999999997",,"151.56"
Brooks Laboratories Ltd,BROOKS,"Labs & Life Sciences Services","403.044908728","80.44999999999999","0.03","0.84","0","-7.649539262231564","-19.580000000000023","1.77","-19.550000000000022","0","-16.940000000000023","-18.710000000000022","10.09","24.930000000000007"
Ruchira Papers Ltd,RUCHIRA,"Paper Products","403.02667744","663.81","16.87","3.54","0","16.48517339587867","49.1999999999999","14.8","66.06999999999991",,"84.40999999999991","69.60999999999991","42.7","41.080000000000005"
Vishal Fabrics Ltd,VISHAL,"Textiles","402.72918611399996","1451.3000000000002","9.81","38.48","0","1.069277854319971","21.1300000000003","32.7","30.940000000000303","0","102.1200000000003","69.4200000000003","26.88","4.609999999999918"
Thaai Casting Limited,TCL,"Auto Parts","401.645504","71.08999999999999","3.8400000000000003","2.83","0","5.312786571508307","10.659999999999988","2.4","14.499999999999988",,"19.729999999999986","17.329999999999988","3.34","-12.54"
Sicagen India Ltd,SICAGEN,"Building Products - Pipes","401.375590812","802.5500000000001","3.35","10.65","0.22633946997139984","2.650885415945419","10.49000000000007","9.77","13.84000000000007","0.6","34.26000000000007","24.49000000000007","24.67","15.23999999999999"
Hindusthan Urban Infrastructure Ltd,HUIL,"Heavy Electrical Equipments","400.4005875","533.74","-32.97","41.95","0","-153.53","-22.160000000000025","28.2","-55.130000000000024","0","15.019999999999982","-13.180000000000017",,"518.72"
Available Finance Ltd,AVAILFC,"Specialized Finance","400.3421695","0.55","-118.53",,"0","116.45775552005645","118.83","0","0.30000000000000004","0","0.30000000000000004","0.30000000000000004","0.09","0.010000000000000009"
Innovators Facade Systems Ltd,INNOVATORS,"Construction & Engineering","399.9975296","218.73000000000002","4.8100000000000005","8.33","0","8.082549917828304","15.250000000000023","3.65","20.060000000000024","0","32.04000000000002","28.390000000000022","22.16","48.519999999999996"
Shiv Aum Steels Ltd,SHIVAUM,"Commodities Trading","399.85176","556.53","3.58","6.9","0","7.690950266168649","10.460000000000008","0.54","14.040000000000008",,"21.480000000000008","20.94000000000001","1.73","17.519999999999964"
